,sentiment,document
2762,3,Thanks! @BSU_StdtAff: Join Dean @PaulaKrebs on Tues 10/16 from 4-5:30 in BDR for the Dean's Q-Tea in honor of Nat'l Coming Out Day #bsulife
2763,3,World Bank praises electricity access improvements in Malaysia http://bit.ly/VmhP7e  from previous 59th now it is 28th in position #BNbagus
2764,3,This may be the happiest day of my life I'm so proud of my NCS football brother you did something I never had a chance to do
2765,2,"The wind bringing all of the leaves to our feet for tomorrow, the Street Viceroy artwork and track list to be unveiled. SAMO's Red Carpet."
2766,3,"da 1st chinese song ever that interests me ^ ^ --> http://www.youtube.com/watch?v=CZy5oF9fCAg&feature=related … .. this is OST for drama In Time With You,n the drama was good! :)"
2767,2,"Light Up A Life w/b on Sun, Nov 18 at Hospice of the Valley in Phoenix AZ http://pinterest.com/pin/3307399697795607/ … #pinterest #grief"
2768,3,"Actually the only things that survive would be cockroaches, Twinkees and Keith Richards. Happy Friday! http://fb.me/1LIaYwAfb "
2769,2,Come to the Petrolia Farmers Market tomorrow to pick up the last of your long wknd food supplies!
2770,2,"Don't forget, I'll be at Volare tonight and tomorrow for my birthday. Instead of gifts, please donate a food item... http://fb.me/11tdZqAml "
2771,3,"Like a good neighbor State Farm is there, with an alarm clock that'll actually wake me up tomorrow."
2772,2,"Natalie's visitation is at 3-7 tomorrow at Zeimer's East on Hebron, the funeral is at 10 at Holy Rosary on Saturday. Msg me if you have ?s"
2773,2,"sept 27th | Cherub, Pell | Ricks Cafe | $5 advance tix | get at me before the date of show cause the price will go up."
2774,2,ATTN: There will be a candlelight vigil held for Mitch tonight at 8pm in Huntington Beach at Main St. & 12th. (cont) http://tl.gd/jru1cf 
2775,3,"my infant son is def keeping wife and up ""Up All Night"" - a little sleepy today. The book ""Happiest Baby on the Block"" has been very helpful"
2776,1,"Amanda thinks that because she's not ""going to the Oscars"" is a valid excuse for her not washing her hair since Thursday."
2777,3,@BarRefaeli Could you wish a Friend Happy Birthday? :) His name is Laurin! It's his 18th Birthday and he's a big fan. Thanks in advance!
2778,2,"Road Trip (sort of) with my boyfriend this Monday from Pottstown, PA, to Hanover, PA, to Chambersburg, PA, then ... http://tinyurl.com/9nukfmu "
2779,2,"Once upon a time Rwanda said ""NeverAgain"". World Bank now says it's 2nd most imprvd nation 2 do business in ""EverAgain"" http://econ.st/VnSgCP "
2780,3,"looking forward to the judd apatow guest edited issue of Vanity Fair in January. Expecting lots of Lena Dunham, Paul Rudd, Leslie Mann, etc."
2781,2,Reminder noon tomorrow is the deadline to register teams for the Kickball Tournament at the $120 rate. Price increases to $150 after Friday
2782,2,Would your company like to #sponsor the 3rd annual PNC Bank #NonProfit Academy Awards? See attached for details. http://bit.ly/SihDp6 
2783,3,The Wichita Wild still have a shot to make the play offs? Looking forward to Saturday's game! Bet some WW players get NFL contracts.
2784,2,"Looks like Indonesia will face the Pats in the semis. Warriors lead the Singapore Slingers, 77-67, with over 6 mins left in the 4th"
2785,3,Catch me on Sarah G Live this sunday!! Hehe Ingat guys! Goodnight! Love you!! :****
2786,2,it's not too late to join us at LIPA 4:19 come along to our first session tomorrow to try it out. 9.30 am at the Joseph Wright centre in...
2787,2,So I'm gonna go see Destructo on the 16th and probs pop some pills cause I slightly miss my raving days. #Lightshow anyone?
2788,2,SPECIAL Conference Call tonight the 7th at 7:30 PST - 10:30 EST Featuring Doug Wead! Doug is going to give us a... http://fb.me/2dsm79vEk 
2789,3,Listening to Ni**as In Paris [Explicit] by Jay Z and Kanye HAPPY 1st birthday to the throne pic.twitter.com/GDw2GBUC
2790,2,@milli_tam tell everyone that is wanting to do Jags that we're starting pratices this Sunday from 3-6 at the Greenville gym.
2791,2,gunna be a 6hour journey to NCS trip next monday :( LOOOL idc im gunna bring nuff chicken to eat on the coach!
2792,3,"Ah yes, sexy Saturday in the Turner house.... http://instagr.am/p/PnE0O1y60M/ "
2793,1,Emmanuel Adebayor has held heart-2-heart talks with Tottenham manager Andre Villas-Boas over his unhappiness at a lack of 1st-team football.
2794,3,"Il Divo, the classical crossover quartet live in Istanbul September 27.Great Music in a wonderful concert area. http://www.biletix.com/etkinlik/NKKRZ/DIGER/en …"
2795,2,"Alright going to bed, gotta long weekend. Work Friday and Saturday then @carrieunderwood and @HunterHayes Sunday night in Greensboro"
2796,3,"- People are saying it's one of the best shows they've ever seen!! ""Brothers Grimm Spectaculathon"" at East, Saturday at 7pm!! BE THERE."
2797,2,@PartyMiami247: THE DONKEY SHOW OPENING TOMORROW at the ADRIENNE ARSHT CENTER @ArshtCenter GET YOUR TICKETS TODAY http://www.arshtcenter.org/donkeyshow/ 
2798,1,"as some of you may know, we have a fish tank & this little guy is named Jeff Carter. sadly, i think he's dying http://tmblr.co/ZcB21yVkzz2R "
2799,1,"I never had a good time, I sat by my bedside. With papers and poetry about Estella"
2800,3,RSVP for the Annual Dinner closes this Monday! Be sure you register via the website ASAP :) http://fb.me/1nCXk8SkD 
2801,3,Star ships were made to flyyyy #nowaynicki #congrats you passed 1st grade.
2802,3,"Black actresses shine at the 19th annual Elle magazine Women in Hollywood Celebration Octavia Spencer, Viola Davis and http://goo.gl/O31UT "
2803,2,@nielson1260 Sellout-shmellout @EdmontonOilers attendance in 11-12 19th in league just above Preds. Small arena = small market.
2804,2,"Anne Curtis and Toni Gonzaga, all set for the grand showdown of beauty and talent this Sunday http://dlvr.it/2NZGTF  (via @lion_heartv)"
2805,2,Playing me some of The Offspring in the car. I head may explode due to Nostalgia if Pretty Fly For A White Guy is performed at Soundwave.
2806,3,Like a good neighbor State Farm is there...with a check for the damage to my truck...hopefully tomorrow!
2807,2,"@TJDeSantis I would pick Jones to beat Silva, but Shogun made it to the 3rd round, Rampage and Vitor to the 4th and Evans went the distance."
2808,1,"If Volstead went against #Braves on a Monday, he'd give up 5 runs in first, then cubs make a furious rally late to win #twostreaks"
2809,2,George Zimmerman will face court June 10th for the murder of Trayvon Martin.
2810,2,Broncineers! Remember that tomorrow we have the Kickball Tournament! Games start at 5pm at the track and field... http://fb.me/1GmSe4rUY 
2811,2,@LATACO: Playground x Deadline ~ This Saturday: Meet and Greet with Nipsey Hussle and Dom Kennedy... http://bit.ly/QCmaS3  @mrpeniche
2812,3,@kelly_phelan Nice to meet you! Best wishes from Guatemala! Il Divo will be here in concert for the 1st time ever on the 28th! I'm going! :D
2813,3,"Tomorrow I am off to Petrolia to see ""the Waltons"" lol and over to London for Evans side of family reunion."
2814,2,"YES!+ long kriya followup tomo Oct 28th 7:30am - 9am @ TOK, Koramangala. Walk in for the weekly servicing of... http://fb.me/1Dl4Yd4G6 "
2815,3,"Steve Martin, Dan Aykroyd, Chevy Chase, John Belushi one of the best comedians in Sat Night Live.."
2816,3,"Are you coming to our Book Swap on Thursday night? You should, it is fucking ace: http://bit.ly/KVJRGH "
2817,2,"Our beautiful new firepit is complete, just in time for the Friday night movie, Journey 2 the Mysterious Island.... http://fb.me/1yF0Gt03y "
2818,2,"LMAO Snottsdale, AZ = sluttiest place. I don't think Gelndale should get 2nd, give it to the Tempe giiiiirls."
2819,2,"Volleyball game next Friday, us vs the Staff.."
2820,2,FM Preview: Derby County v Burnley 22 Sep 2012: FootyMad attempt to assist you with their form guide as Derby Co... http://bit.ly/RCVyFz 
2821,2,I would be at berkmar football game on the 31st .
2822,2,Meg Ryan: They don't make Sunday underpants. Billy Crystal: Why? MR: Because of God. BC: *blank stare* #whenharrymetsally
2823,3,Day 3 of #ADE so far so good!..... Start things going this Friday morning we have Ferry Corsten on the panel !
2824,2,Irish SunSport Tuesday: Robbie Keane rallies the troops ahead of vital Faroes clash @noriordan #roi
2825,2,Enter our competition to win a London Children's Map Puzzle just follow and RT.Closes Friday 8th@4pm pic.twitter.com/4JP1Zs6y
2826,2,"This Saturday come hang out with Buran Theatre on Cinco de Mayo as we drink up, tell stories and prep DESTRUCTO... http://fb.me/CcDf5yBQ "
2827,2,"C'mon @chucktodd, you KNOW the BCA IS a budget, and STRONGER than a resolution. It's a LAW. #OHSEN"
2828,3,"@dougwead1234 Doug Wead: Owners of the MSM are the ""Prince of the Air"" Ouch! Feel the burn. Too clever. =) #RonPaul"
2829,2,FM Preview: Derby County v Peterborough United 28 Apr 2012: FootyMad attempt to assist you with their form guide... http://bit.ly/Iu2I61 
2830,3,"I love Texas A&M, but any team that drafts Tannehill before the 7th round has lost their minds."
2831,3,Regionals game at Panther Stadium tomorrow night! Everyone go and support our Panthers!! But you HAVE TO BE LOUD! Derby vs. North! #Playoffs
2832,3,'Really good day' as Danica Patrick finishes 10th at Kansas Nationwide race - NASCAR News | FOX Sports on MSN vsOWxX7c http://bit.ly/TctrgG 
2833,2,"Kevin Bacon, Paul Rudd and 8 Other Stars to Appear in Friday the 13th or Halloween Movies http://blogs.amctv.com/movie-blog/2012/10/celebrities-in-halloween-and-friday-the-13th-movies.php … via @AMC_TV"
2834,1,People talkin shit just wait I'll be in Huntsville tomorrow !! Let me see you !!
2835,1,@DrPhil watching the Trayvon episode I recorded. The Martins are incredibly strong & I am so sorry for their loss May God bless them #rip tm
2836,2,Alesana and Miss May I at the House of Blues tonight? Don't mind if I dooo.
2837,2,"More headlining festival dates for Rammstein, this time it's Poland's Impact Festival that takes place on the 4th... http://fb.me/2bO43EPnu "
2838,2,News of the day - Oct 17 - Michael Clarke determined to see Australia at...: http://youtu.be/4v--qXPfzOg  via @youtube
2839,2,Seth McFarlane set to host the 85th Academy Awards in February. What do you think of that choice?
2840,2,"This Sunday is the P.E.R.C.H's Family Movie Matinee! Come out this Sunday November 4th from 3-5 pm in Lumina Theatre to watch ""The Lorax""!"
2841,2,Come to the Eagles Club tonight for Monday night football.
2842,3,Congrats!!! to the Philippine Patriots for winning over Singapore Slingers last saturday... Go Patriots!!! :)
2843,3,Being at Rupp doing this walk through has me real hyped for tomorrow. Get ready for the best #BBM yet
2844,2,@louisck is hosting #SNL on Nov 3. It will be epic. Like if the ghosts of Gilda Radner&John Belushi mated w/ Bill Murray & had a comedy baby
2845,3,Good work tonight boys. Wish I could have been out there. Let's take Bob Jones Monday and get some momentum for regionals. #ttums
2846,3,Ricky Ponting says he's in the best shap of his life and is ready to take on ... - Herald Sun http://shrtn.in/2JBYdd 
2847,2,Support CEO Keith Bradshaw as he spends a night sleeping at Adelaide Oval on THURSDAY raising money for the homeless http://www.cricketsa.com.au/Article/NewsDetail.aspx?p=338&id=1758 …
2848,2,"Well that's it, the very last one. That may stop you. - The Lorax"
2849,2,Just like the final shot in the the shining. Rembrandt may have painted John Belushi. http://m.startribune.com/?id=168490986 . #rembrandt #belushi
2850,1,ECHO: Sex offender is warned he may face jail over offences http://bit.ly/SeIDq5  #Dorset
2851,3,Pitch darn well sent. Holidays can begin. Rick Stein's for dinner tomorrow night! See you in a week
2852,2,I'm pretty sure if someone said I can give you a cute boyfriend or free Olive Garden every Saturday that I'd choose the garden #NoShame
2853,2,"Heavy Cream were my Oxen of the Sun, JEFFBro my Circe, the PATCO line my Eumaeus. Now, at the appointed hour, I've returned to Ithaca."
2854,3,"You can also catch me in room 2 at Amplified Sessions @ V Club, Bournemouth next friday, supporting Roger Sanchez in the main room!"
2855,2,Broadway Bar to see AllStar and Bravo perform then Aquarius. I'm stepping out the box and baring a lot of skin tonight. Pics tomorrow.
2856,2,San Miguel escapes with a 68-64 win over the Singapore Slingers. Beermen now has a 15-4 record to remain in 1st #ABL
2857,2,Yo unnu memba #AmbroZia THIS SATURDAY at Oneil's Place enuh!!!!!! Bear TingZz Production it loud!!! U hav u ticket yet?!?!?
2858,3,I had such a great time tonight that I've decided to keep celebrating! Join me at Volare this Wed and Thurs! Bring your food donation!
2859,3,"Brian May confirms that Sacha Baron Cohen will play Freddie Mercury in a film about the late, great Queen singer: http://www.brianmay.com/brian/brianssb/brianssb.html …"
2860,3,Fantastic Friday at NCA! School was dismissed early due to preparation for our homecoming game tonight! @jenyouben
2861,3,@onedirection April 1st I'm gonna see you guys in London O2 Arena! Can't wait! xx
2862,2,Bloemfontein Celtic and Orlando Pirates will contest the last spot in the Semi-finals when they meet on Sunday 04... http://fb.me/1lHTQavXT 
2863,1,How is it the dirt poor kids in 3rd world countries manage to get money to go to a show but kids in the Valley can't?
2864,2,I've read two very different article about Christianity and horror films today. http://www.christianitytoday.com/ct/2005/augustweb-only/scottderrickson.html?start=1 … http://www.dougwils.com/Church-Year/the-holy-horror-and-halloween.html … #halloween #weird
2865,3,"My saturday just got BETTER, BRIGHTER and BOLDER."
2866,2,Australia Test and ODI captain Michael Clarke at the launch of the international season in Sydney on Monday... @PCBcricketPK
2867,3,Another #Chelsea vs #ManchesterUnited today for the 4th round of the Carling Cup!! Don't miss out
2868,3,@AlexaHorannxx aww! Im just kidding with you! ;) and YEEESSSS! You don't have school tomorrow? Thalia doesn't either!
2869,2,"Alex, the female sideline commentator for Sunday night football...sounds like Kermit the Frog. How did they let you on the air?"
2870,3,Was lovely to meet James Martin on Monday he used local produce and his lamb from skipton was Devine #yorkshirehour pic.twitter.com/CmSo6hB2
2871,2,DEPARTURE of ship: SHAM Port: ABU DHABI Time: Nov 2 2012 4:09AM (UTC) (Time of arrival/departure is the time the vessel approache...
2872,3,. @kyusslives may just be the ultimate face melting summer rock band. Can't wait to see them again at Soundwave
2873,2,"This Thursday, DESTRUCTO, creator of HOLY SHIP, comes to Ignition at Firestone Live! Surrender your booty, it's... http://fb.me/1bwWTOu75 "
2874,3,STAR wishes all the #students at @BrandeisU a #stressfree time registering for classes. May sage be with you @brandeis_lts
2875,1,"Liz is kinda dumb when it comes to men. DNA swapping isn't even bad in Port Charles, it's just called Tuesday. #GH"
2876,2,"With the 1st pick in the Classic Movie Lotto, Mark Bonnell selects: North by Northwest #classicmovielotto... http://fb.me/1n6xMBeUs "
2877,3,@CherylCole im meeting you again on Monday :) hope you remember me Camilla Parker Bowles lol im gettin a taxi again :/ love you so much Xxxx
2878,2,Brackett overthrows an open Garner on 3rd down. Lions will go for it on 4th down and 1.
2879,2,Today in Hockey History - October 12th: On this day the Toronto Marlies of the American Hockey League (AHL) play t... http://on.fb.me/wM5fsP 
2880,2,@FFFabFFFab well destructo is on there and he's not playing. but lineup and hours are released tomorrow.
2881,2,Gonna go to the north game tomorrow night. I better see some of you north kiddos
2882,3,Especially nice to have Rosedale @DCPL open in the neighborhood while NE Branch at 7th & Maryland is closed for renovations.
2883,2,Follow @taxslayerracing if you want to win tickets to tomorrow night's NNS race @CLTMotorSpdwy
2884,3,"Happy 3rd Monthsary #Loverss! :) Salamat sa pag support ky Ate @deniessejoaquin :) All for Deniesse, All for the Love. pic.twitter.com/fSMBsxu5"
2885,2,NCS Round 1: MV soccer @ Calistoga. Jags down 2-1; few minutes left in the 1st half.
2886,1,Pretty sure he's a smarty pants lawyer and not at all new to Christianity or Christmas for that matter. It's the 25th. #dumbass
2887,1,The Lorax is one of the stupidest animated movies I've ever sat through. I wasted a nap for this?
2888,2,French president Hollande to meet with World Bank: French President Francois Hollande holds talks on Monday with... http://unreportednews.org 
2889,2,Australia Test and ODI captain Michael Clarke at the launch of the international season in Brisbane on Monday... @PCBcricketPK
2890,2,Tomorrow night Roger Sanchez at Cielo get on the guest list here; http://www.biohazardpromos.com/guestlist  VIP RSVP... http://fb.me/2omOD5mOt 
2891,3,'Really good day' as Danica Patrick finishes 10th at Kansas Nationwide race - NASCAR News | FOX Sports on... wlmXrhFu http://bit.ly/TctrgG 
2892,2,Get your ticket for a Detroit Red Wings Bus Trip on March 22nd against the Dallas Stars. http://fb.me/ywTkwdSZ 
2893,3,Happy #Monday! Start your week off right with a #DeltaView on the World Bank's lowered growth forecast for #China: http://bit.ly/SXrFuI 
2894,2,"Mosconi Cup from Monday 10th to Thursday 13th December at the York Hall, Bethnal Green, London pic.twitter.com/H4YXeIli"
2895,2,Due to accidents/traffic my sat-nav took me through the Blackhall Tunnel instead of DartfordGot a nice drive past the Olympic Park though!
2896,2,#justsayin #music Jason Vernau Live @ SET Nightclub Miami February 25th 2012: Jason Vernau is back with some swe... http://bit.ly/OYqQ6b 
2897,2,"Interview with Devon Alexander ""Speed Kills"" (VIDEO) On Tuesday Oct 16th we had the privilege of catch up with... http://fb.me/1kr2F9ooh "
2898,3,"So into this movie ""Good Deeds"" I may be in love with Tyler Perry....'s talent."
2899,1,"@marissssx3 i would just like to say i will not be singing tomorrow, i barely have a voice.. you and trina are on your own :p"
2900,3,Looking forward to seeing all our potential 4:19 participants next Saturday for our free taster at the Joseph wright center.
2901,2,"Hybrid icing will be used in the American Hockey League until November 19, '12. The BOG will then decide if it needs to continue. #OKCBarons"
2902,2,"Indie Band Music Festival this coming Sat and Sun, Olympic Park. Listen to music in the heart of urban nature http://myde.st/Wx21lu "
2903,1,"Whitecaps vs the mighty Robbie Keane and LA Galaxy this Thursday, 7:30. Fuck training, hitting up @SinBin_Grill"
2904,1,Big Time Rush may be considered to be just a show or a kiddie band but no one can say that they don't have talent or care about their fans!
2905,3,I'm taking the SAT at Bob Jones. lol I feel cool.
2906,2,Of course Pottstown has to be ass backwards & have off school on the 15th instead of tomorrow !
2907,3,@SlaNiesse2 Happy 4th Monthsary SlaNiesse!! ;) Wishing you guys more more months and years together. Stay strong for Slater and Deniesse! ;)
2908,2,"This Sunday join us for ""Living in the Valley."" http://ow.ly/i/15gfy "
2909,2,I am gonna Meryl Streep the fuck out of this tomorrow
2910,2,Taking a break from GOLDEN SUN 2! Got done with JUpiter LIghthouse & getting the wings on the boat! GONNA MAPLE AGAIN!!!! :P
2911,2,"Tannehill may join Quinn and Rodgers, slide out of Top 20: Texas A&M's Ryan Tannehill will be the third quarterb... http://bit.ly/JFEmdU "
2912,3,@TimmyHillRacer Good luck in the NNS race tomorrow! I'll be cheering you on as always!! :)
2913,3,"@rafvdvaart Hope you are fit for sunday, 3pts against Arsenal, better than watching the Carling Cup Final"
2914,2,WKU stops MTSU in the backfield on 3rd and goal from the 1 yard line. 4th down now...and MTSU will attempt the FG
2915,2,"You may feel you're alone, But I'm here still with you. You can do what you dream Just remember to listen to the rain ~by: Amy Lee"
2916,3,Congrats to team Spleaders for winning the Kickball Tournament that was held October 6th! pic.twitter.com/D3gwQrgI
2917,2,Watching the kids movie Journey 2 Mysterious Island for the 4th time in 24 hrs. I can now recite dialogs from this movie in my sleep!
2918,3,@tressawill Good morning Tressa! Hope that you have a Fabulous Friday!
2919,3,"The sun is shining in Cornwall today, perfect for a walk in Padstow & grabbing Rick Stein's Fish & Chips on the way - http://bit.ly/T2mJo3 "
2920,2,"1st Journey to the Center of the Earth, 2nd Journey to the Mysterious Island, and the 3rd??? Journey from the Earth to the Moon :))"
2921,1,well...i wanted to go to the black forest tomorrow and take pics of the leaves. now i'll have to take pics of the snow. #thanksweather
2922,2,Anyone going to Siberia for the HOD show on Saturday?
2923,3,"Doug Wead We are not out, We are Up! The fight has just begun! http://www.dailypaul.com/233405/doug-wead-we-are-not-out-we-are-up-the-fight-has-just-begun … Vote Ron Paul tomorrow Tuesday 5/15 in #OR & #NE #peace"
2924,1,Martin must be dreading it. It's make or break for him tomorrow. It's the nature of the beast
2925,2,Paul George with a silky smooth 1st Q #PacerNation
2926,2,"I like to think that somewhere in the mid-Atlantic, George Clooney's looking at the skies and muttering that this may be the perfect storm.."
2927,2,For April to try to make me come to Richwood <<
2928,2,#CEOSleepout I've made my cardboard shelter in the Member's section of Adelaide Oval. 1st time I've ever been here!
2929,2,American Hockey League continues to shut down the root cause of a word money: October 1 sports news continued to... http://dlvr.it/2L68Jy 
2930,2,"India is the 132nd country out of 185 countries in the world to do business easily, by World Bank! Singapore is the 1st and 4th is USA!"
2931,2,Last Sunday night for the Haunted Castle and Black Forest is tonight! Come on out!
2932,3,AHHH! My mom said yes for me to go the A$AP Rocky concert!! Nov 8th we out! #EXCITED
2933,1,"Even our power point in TOK didn't want to do anything today, so it changed the language. #Friday #TOKadventures pic.twitter.com/uLo1SVP5"
2934,2,Jungle Island makes good on $2 million payment: Jungle Island made good Wednesday on its promise to the Miami Ci... http://hrld.us/R9tRyG 
2935,2,Wait what's suppose to be going on tomorrow at cypress?
2936,2,"This is Buffon's 122nd cap for Italy, now just 4 behind Maldini in 2nd and 14 behind the leader, Cannavaro. #Legend"
2937,3,I may be a little more excited about this than Soundwave.....
2938,2,trying to figure how long the walk from AZ to LA is..gotta see @TheGoodMad perform nov 7th.. the bf says if i walk there he'd pick me up (;
2939,2,My mom call and say that a teacher called and said that I'm going to Ritz Carlton tomorrow for some tennis shit. Anyone else going? (school)
2940,2,"As confirmed on tonight's episode of Monday Night Raw, CM Punk and WWE Legend Mick Foley will both captain teams heading"
2941,2,Oscars Well makes his debut over fences at Punchestown tomorrow. It looks as though he'll have Plan A and Darwins Fox to overcome.
2942,2,Anyone going to volleyball game tomorrow?
2943,1,"Tim Roth will be playing in a movie with Jean Dujardin. i .. can't .. ok, i may pass out now."
2944,2,State Farm agent Scott Keller placed 53rd today of all 1st year agents in the US! A pool of some 1500 agents. #top100
2945,3,@KWAMEDIDIT: FRIDAY OCT 19th!!!! THE ALUMNI will be rocking Philly!!!!! FREE SHOW @ the Liacouras Center 7pm CLASSIC HIP HOP!
2946,3,Bowling Doubles tomorrow. Hope everything will be good tomorrow. Let the luck be with us. #Sukipt2012
2947,2,Trey Songz will be here December 7 at the Fox Theatre
2948,3,Good luck to the #DunfermlineWolves players that have their Fife and Tayside trials tomorrow. Show them what you can do #itsyourtime
2949,2,"Twinkle Toes D Really, Laurin? That's why you're just my 2nd favorite Lolo Jones."
2950,3,fashion against aids H&M released tomorrow online..I want that aztec print jacket..so not me but so colourful!
2951,2,"On Sunday watch Sarah G Live, one of Myrtle`s dream will come true - together with Melai, @MyrtleGail will have a song number with Sarah G."
2952,3,"Hear keynote speaker Doug Wead this Saturday, June 16th at E2 the Event. Don't miss it! http://fb.me/1pVZ0XwDB "
2953,2,"http://winliberty.com/blog/?p=358  Doug Wead interviewed LIVE tonight, Wed, 10pm EDT we have link and other video Please RETWEET #ronpaul #ronpaul2012"
2954,3,The hottest open mic is teaming up with the hottest organization in Tallahassee. You DON'T want to be left out. Join us NEXT FRIDAY 10pm!!
2955,3,Here's a great Bioshock Infinite trailer for those of you that need a tease while waiting for it's February... http://fb.me/1sNiPZJD2 
2956,2,"World Bank's ""Africa can help feed Africa"" report, 1 reason the ""Borderless 2013"" is so important: finding solutions. http://www.borderlesswa.com/2nd-borderless-conference-connecting-markets …"
2957,2,Going to 2nd Annual Kick-Out Hate Kickball Tournament on the soccer field right now!
2958,3,"You know what? Goon may be a low brow comedy, but it was fun as hell. Go netflix it."
2959,3,Taylor Allderdice might just be wiz 2nd best mixtape
2960,2,"@chuggaaconroy Hey Emile, do you have plans to LP any more 3rd Party Nintendo Console Titles, such as Fragile Dreams, Last Story, or Klonoa?"
2961,2,"Nascar Daytona 500 New Journal Complete Feb 19, 1978 Newspaper from the Daytona 500 Race http://bit.ly/TcT2EU  #eBay"
2962,3,#SkateNight Tonight 8pm Stardust Skate Center FREE b4 9:30pm Hosted by #SAAB its always fun when you rolling!!! haha x2
2963,2,"Pires""For Cesc it is difficult because at Arsenal he knew he was going to play every Saturday, was the captain of the team and a crack.''"
2964,3,"NOVEMBER SUPER TOUR: Nov 10-11: Rockwell Ten; Nov 9, 16, 23: ABS-CBN Friday Market. Meet Super Tuyo and Friends! See you! :-)"
2965,2,"Original planned release date for Blue Diamond X: Oct 6. Instead, Nike drops two new Bron styles on the same day as the Rose 3 launch..."
2966,2,The Late-October Best Picture Oscars Predictions You've Been Waiting For: Coverage of the Oscars has reache... http://bit.ly/Y0J22u 
2967,3,"My feeling about fears is, if you voice your fears, they may come true. I'm superstitious enough to believe that. - Meryl Streep"
2968,3,highlight of my day was buying my ticket to see Ferry Corsten and Markus Schulz @ClubGlow November 10th #TranceFamily
2969,2,Ron Paul Snr Advisor Doug Wead Interview with Frost – Mar 31 2012 http://ronpaulflix.com/2012/03/ron-paul-snr-advisor-doug-wead-interview-with-frost-mar-31-2012/ …
2970,3,"What a comeback by the AirAsia PH Patriots. Down 15 late in 2nd & 9 after 3, the Pats won 90-84 over the Singapore Slingers"
2971,3,"even though there is rampage tonight, a gig tomorrow the best thing about my weekend will be seeing @nikkitopping #loveyou"
2972,3,moving to covina in december things are looking up rite about now!:)
2973,1,"and now I do see it's up. I'll blame it on a case of the Mondays. Creighton picked to win WBB, SIU picked to finish 8th ahead of Drake, UE"
2974,2,"Come see my brother tonight at the Roxy! ""@CurtClendenin: An events page found on google for my show tomorrow! http://www.eventsnearhere.com/find-events/CA/HOLLYWOOD/Music/Concerts/addetail/4747/Check-It-Out-One-Night-Only-Blues-Brothers-Orphans-Reunite …"""
2975,2,@DunkinBoston Because I went to my 1st match when I was 4? My last match was the Carling Cup Final. #DDLiverpool http://twitpic.com/a9ed6b 
2976,2,Wild rush for their 4th TD of the night. The Wichita Wild have pushed their lead to 59-35 over the Allen Wranglers... http://fb.me/JLJBEo0A 
2977,3,Just bought my ticket to go m watch the Romeo Santos concert in theater. Nov 5 needs to hurry up!! I'm so excited
2978,2,"NFU unchanged for the 4th successive game tonight: Nicklin, Gardner, Peat, King, Anderson, Hunter, Bolder, Muldoon, Bradshaw & Williams"
2979,3,"Alright Run it mek we done it!!! AmboZia July 7 @ Oneil's Place (Bar,Karaoke & Lounge) MaDDD Rasss http://fb.me/1qKmaTN46 "
2980,3,Can't wait for skyfall 1st of Nov! Is listening to the OST on spotify considered a spoiler? I =P #fb
2981,2,Ricky Ponting was pulled out of a Sheffield Shield game on Friday with a hamstring injury. http://bit.ly/Yuz2Pe 
2982,3,"I'm in Petrolia. The sun's out, isn't that bright enough for you? :P"
2983,3,"@NiallOfficial Huum if you're hungry, come to Tunisia we have delicious food here! Huum Nialler always eat :o c'mon!"
2984,2,"World Bank earmarks $245 million for Myanmar, outlines 18-month work plan: The World Bank said on Thursday it ha... http://fxn.ws/Yur5tu "
2985,2,Norwich City are the 6th team into the Capital One Cup Quarter Finals
2986,3,"=) ""@keeyatami: I get LOVESTRUCK with Deniesse and Slater. Swear. They look cute. Plus I can relate to Deniesse pacute to her crush, Slater"""
2987,2,"SBS K-Pop Super Concert on Nov 10th in the United States, with SNSD, 2NE1, T-ara, BEAST, CNBLUE, KARA, SISTAR cr tiarafact"
2988,2,Aussie Directioners. Do you want to win a prize of a lifetime? Then listen to @nova969 on Monday at 7pm.
2989,3,So glad I walked past the Girl Scout table today. It's a much better Saturday knowing I'm one box of Thin Mints richer.
2990,2,Giving blood tomorrow >>>> going to TOK
2991,2,ATTN #NYC FOLKS: Guardian has a truck with generators at Union Square/14th Street offering free device recharging Fri 11-8pm. Pass it along
2992,1,@mperillo86 watching Cannavaro on the 2nd even more embarrassing.
2993,3,For the 2nd weekend in a row Norwich City get a lucky break. Still wouldn't be surprised if Villa win but Norwich got to get something now
2994,3,Everyone show up again tomorrow that Chardon game was too much fun to not do it again!! #BeaverCentral #Pride
2995,2,"Michaela at 8:23 pm on a Friday, ""Can we just watch a movie with Paul Rudd in it."""
2996,2,Tonight was just a preview of what Bob Jones will do to Austin at tomorrow's vball game. VBC. Noon. #BeThere #BJP
2997,2,[(VHL) American Hockey League] MON APR 23 2012 10PM: Devils 3 at Americans 4: i dont know if the game stats are ... http://bit.ly/IcBH6Q 
2998,1,@FarrrahSage are you going to Petrolia's game tomorrow ? I still havent got to see you or the baby!
2999,3,The Stones on a Thursday morning make Adie happy. Keith Richards' stash would make me happier.
3000,1,"Can not fucking wait for tomorrow night. House Of Blues will never be the same after @missmayiband, @theghostinside and @LMTF. #StayMetal"
3001,2,The media filing center at the University of Denver empty now will be bustling tomorrow. #utpol #denverdebate pic.twitter.com/Dd4m2bnh
3002,2,[INFO] Tomorrow EXO M will be going to Nanjing (via: sotea123)
